name,company,year,Price,kms_driven,fuel_type,Age,Annual_Km_Driven
Tata Indica V2 Xeta e GLE,Tata,2008,150000.0,11000.0,Petrol,12,916.6666666666666
Mini Cooper S,Mini,2013,1891111.0,13000.0,Petrol,7,1857.142857142857
Tata Indigo CS LS DiCOR,Tata,2009,72500.0,46000.0,Diesel,11,4181.818181818182
Maruti Suzuki Swift VXi 1.2 ABS BS IV,Maruti,2019,610000.0,46822.0,Petrol,1,5134.568258503351
Mahindra Scorpio VLX Special Edition BS III,Mahindra,2004,230000.0,160000.0,Diesel,16,10000.0
Honda Accord,Honda,2009,175000.0,58559.0,Petrol,11,5323.545454545455
Mahindra Scorpio S4,Mahindra,2015,855000.0,30000.0,Diesel,5,6000.0
Chevrolet Tavera Neo,Chevrolet,2013,375000.0,55000.0,Diesel,7,7857.142857142857
Ford EcoSport Titanium 1.5 TDCi,Ford,2014,520000.0,57000.0,Diesel,6,9500.0
Maruti Suzuki Ertiga,Maruti,2015,524999.0,50000.0,Diesel,5,10000.0
Honda Amaze,Honda,2014,299999.0,37000.0,Petrol,6,5134.568258503351
Maruti Suzuki Dzire,Maruti,2012,299999.0,40000.0,Petrol,8,5000.0
Honda City,Honda,2011,284999.0,55000.0,Petrol,9,6111.111111111111
Mahindra Scorpio 2.6 CRDe,Mahindra,2007,220000.0,170000.0,Diesel,13,13076.923076923076
Maruti Suzuki Dzire,Maruti,2014,424999.0,55000.0,Diesel,6,9166.666666666666
Honda City,Honda,2015,644999.0,39000.0,Petrol,5,7800.0
Honda Mobilio,Honda,2014,399999.0,44000.0,Petrol,6,7333.333333333333
Toyota Corolla Altis,Toyota,2009,199999.0,65000.0,Petrol,11,5909.090909090909
Honda City,Honda,2014,584999.0,39000.0,Petrol,6,6500.0
Skoda Laura,Skoda,2012,349999.0,44000.0,Diesel,8,5500.0
Renault Duster,Renault,2015,449999.0,49000.0,Diesel,5,9800.0
Maruti Suzuki Ertiga,Maruti,2018,799999.0,9000.0,Diesel,2,4500.0
Maruti Suzuki Dzire,Maruti,2015,444999.0,45000.0,Diesel,5,9000.0
Mahindra XUV500,Mahindra,2014,649999.0,47000.0,Diesel,6,7833.333333333333
Hyundai Verna Fluidic,Hyundai,2012,444999.0,40000.0,Diesel,8,5000.0
Maruti Suzuki Vitara Brezza,Maruti,2016,689999.0,29000.0,Diesel,4,7250.0
Maruti Suzuki Wagon R,Maruti,2016,344999.0,15000.0,Petrol,4,3750.0
Mahindra Scorpio,Mahindra,2015,944999.0,45000.0,Diesel,5,9000.0
Honda Amaze,Honda,2014,274999.0,35000.0,Petrol,6,5833.333333333333
Mahindra XUV500,Mahindra,2013,689999.0,80000.0,Diesel,7,11428.57142857143
Mahindra Scorpio,Mahindra,2013,574999.0,68000.0,Diesel,7,9714.285714285714
Skoda Laura,Skoda,2013,374999.0,50000.0,Diesel,7,7142.857142857143
Volkswagen Polo,Volkswagen,2010,199999.0,60000.0,Diesel,10,6000.0
Hyundai Elite i20,Hyundai,2016,549999.0,9000.0,Petrol,4,2250.0
Tata Manza Aura Quadrajet,Tata,2012,130000.0,72000.0,Diesel,8,9000.0
Chevrolet Sail UVA Petrol LT ABS,Chevrolet,2013,210000.0,60000.0,Petrol,7,8571.42857142857
Renault Duster 110 PS RxZ Diesel Plus,Renault,2012,501000.0,38000.0,Diesel,8,4750.0
Hyundai Verna Fluidic 1.6 VTVT SX,Hyundai,2013,401000.0,45000.0,Diesel,7,6428.571428571428
Audi A4 2.0 TDI 177bhp Premium,Audi,2012,1350000.0,40000.0,Diesel,8,5000.0
Hyundai Elantra SX,Hyundai,2013,600000.0,20000.0,Petrol,7,2857.1428571428573
Mahindra Scorpio VLX 4WD Airbag,Mahindra,2013,610000.0,35000.0,Diesel,7,5000.0
Mahindra KUV100 K8 D 6 STR,Mahindra,2016,400000.0,20000.0,Diesel,4,5000.0
Renault Scala RxL Diesel Travelogue,Renault,2015,375000.0,25000.0,Diesel,5,5000.0
Mahindra Quanto C8,Mahindra,2013,375000.0,20000.0,Diesel,7,2857.1428571428573
Hyundai Grand i10 Sportz O 1.2 Kappa VTVT,Hyundai,2014,365000.0,20000.0,Petrol,6,3333.3333333333335
Hyundai i20 Active 1.2 SX,Hyundai,2015,500000.0,18000.0,Petrol,5,3600.0
Mahindra Xylo E4,Mahindra,2012,400000.0,35000.0,Diesel,8,4375.0
Hyundai Grand i10,Hyundai,2017,524999.0,6821.0,Petrol,3,2273.6666666666665
Hyundai i20,Hyundai,2014,449999.0,23000.0,Petrol,6,3833.3333333333335
Hyundai Eon,Hyundai,2014,174999.0,14000.0,Petrol,6,2333.3333333333335
Hyundai i10,Hyundai,2012,244999.0,38000.0,Petrol,8,4750.0
Hyundai i20 Active,Hyundai,2015,574999.0,35000.0,Diesel,5,7000.0
Datsun Redi GO,Datsun,2017,244999.0,22000.0,Petrol,3,7333.333333333333
Toyota Etios Liva,Toyota,2011,239999.0,41000.0,Petrol,9,4555.555555555556
Hyundai Accent,Hyundai,2010,99999.0,45000.0,Petrol,10,4500.0
Hyundai Verna,Hyundai,2014,489999.0,44000.0,Diesel,6,7333.333333333333
Maruti Suzuki Swift,Maruti,2013,324999.0,45000.0,Diesel,7,6428.571428571428
Toyota Fortuner,Toyota,2011,1074999.0,52000.0,Diesel,9,5777.777777777777
Hyundai i10 Sportz,Hyundai,2012,230000.0,34000.0,Petrol,8,4250.0
Mahindra Bolero Power Plus SLE,Mahindra,2018,699000.0,1800.0,Diesel,2,900.0
Mahindra XUV500,Mahindra,2015,1000000.0,15000.0,Diesel,5,3000.0
Honda City 1.5 V MT Exclusive,Honda,2010,240000.0,400000.0,Petrol,10,40000.0
Chevrolet Spark LT 1.0 Airbag,Chevrolet,2009,110000.0,44000.0,Petrol,11,4000.0
Mahindra Jeep MM 550 XDB,Mahindra,2019,390000.0,9833.688495830653,Diesel,1,9833.688495830653
Renault Duster 110PS Diesel RxZ,Renault,2012,501000.0,35000.0,Diesel,8,4375.0
Mahindra XUV500,Mahindra,2016,1130000.0,72000.0,Diesel,4,18000.0
Tata Indigo eCS VX CR4 BS IV,Tata,2014,250000.0,40000.0,Diesel,6,6666.666666666667
Mahindra Bolero SLE BS IV,Mahindra,2013,330000.0,80200.0,Diesel,7,11457.142857142857
Force Motors Force One LX ABS 7 STR,Force,2015,580000.0,46822.0,Diesel,5,9833.688495830653
Skoda Rapid Elegance 1.6 TDI CR MT,Skoda,2013,340000.0,48000.0,Diesel,7,6857.142857142857
Tata Vista Quadrajet VX,Tata,2011,120000.0,90000.0,Diesel,9,10000.0
Maruti Suzuki Alto K10 VXi AT,Maruti,2015,265000.0,12000.0,Petrol,5,2400.0
Maruti Suzuki SX4,Maruti,2012,265000.0,46000.0,Diesel,8,9833.688495830653
Maruti Suzuki Zen LXi BS III,Maruti,2003,85000.0,69900.0,Petrol,17,4111.764705882353
Mahindra Jeep CL550 MDI,Mahindra,2019,379000.0,9833.688495830653,Diesel,1,9833.688495830653
Hyundai i10 Magna 1.2,Hyundai,2011,175000.0,45000.0,Petrol,9,5000.0
Maruti Suzuki Alto 800,Maruti,2015,219000.0,46822.0,Petrol,5,5134.568258503351
Maruti Suzuki Swift Dzire Tour LDi,Maruti,2016,350000.0,166000.0,Diesel,4,41500.0
Honda City ZX EXi,Honda,2008,149000.0,42000.0,Petrol,12,3500.0
Mahindra Jeep CL550 MDI,Mahindra,2018,385000.0,588.0,Diesel,2,294.0
Mahindra Jeep MM 550 XDB,Mahindra,2006,425000.0,122.0,Diesel,14,8.714285714285714
Chevrolet Beat Diesel,Chevrolet,2017,150000.0,62000.0,Diesel,3,20666.666666666668
Honda City 1.5 S MT,Honda,2010,225000.0,70000.0,Petrol,10,7000.0
Hyundai Verna 1.4 VTVT,Hyundai,2014,375000.0,36000.0,Petrol,6,6000.0
Toyota Innova 2.5 E MS 7 STR BS IV,Toyota,2012,770000.0,78669.50796664522,Diesel,8,9833.688495830653
Maruti Suzuki Maruti 800 Std – Befo,Maruti,1995,30000.0,55000.0,Petrol,25,2200.0
Toyota Etios,Toyota,2011,275000.0,36000.0,Diesel,9,4000.0
Volkswagen Polo,Volkswagen,2015,330000.0,38000.0,Diesel,5,7600.0
Maruti Suzuki Swift,Maruti,2014,335000.0,55000.0,Diesel,6,9166.666666666666
Hyundai Elite i20 Asta 1.4 CRDI,Hyundai,2015,450000.0,20000.0,Diesel,5,4000.0
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2012,225000.0,40000.0,Petrol,8,5000.0
Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,2004,80000.0,50000.0,Petrol,16,3125.0
Tata Indigo LX TDI BS III,Tata,2016,130000.0,46822.0,Diesel,4,9833.688495830653
Volkswagen Vento Konekt Diesel Highline,Volkswagen,2011,245000.0,65000.0,Diesel,9,7222.222222222223
Mercedes Benz C Class 200 CDI Classic,Mercedes,2002,399000.0,41000.0,Petrol,18,5134.568258503351
Maruti Suzuki Ertiga VDi,Maruti,2013,450000.0,90000.0,Diesel,7,12857.142857142857
Honda City,Honda,2000,65000.0,80000.0,Petrol,20,4000.0
Hyundai Santro Xing GLS,Hyundai,2006,75000.0,46000.0,Petrol,14,3285.714285714286
Maruti Suzuki Omni Limited Edition,Maruti,2001,70000.0,70000.0,Petrol,19,3684.2105263157896
Hyundai Sonata Transform 2.4 GDi MT,Hyundai,2017,190000.0,36469.0,Diesel,3,12156.333333333334
Hyundai Elite i20 Sportz 1.2,Hyundai,2018,600000.0,7800.0,Petrol,2,3900.0
Volkswagen Vento Konekt Diesel Highline,Volkswagen,2011,245000.0,65000.0,Diesel,9,7222.222222222223
Maruti Suzuki Alto 800 Lxi,Maruti,2017,240000.0,46822.0,Petrol,3,5134.568258503351
Maruti Suzuki Alto LXi BS III,Maruti,2011,155000.0,32000.0,Petrol,9,3555.5555555555557
Honda Jazz S MT,Honda,2009,169999.0,24695.0,Petrol,11,2245.0
Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2017,450000.0,15141.0,Petrol,3,5047.0
Maruti Suzuki Zen LXi BSII,Maruti,2001,40000.0,40000.0,Petrol,19,2105.2631578947367
Mahindra Scorpio W Turbo 2.6DX 9 Seater,Mahindra,2012,165000.0,65000.0,Diesel,8,8125.0
Maruti Suzuki Alto K10 VXi,Maruti,2014,270000.0,46822.0,Petrol,6,5134.568258503351
Hyundai Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2016,280000.0,59910.0,Diesel,4,14977.5
Mahindra XUV500 W8,Mahindra,2012,560000.0,100000.0,Diesel,8,12500.0
Hyundai Creta 1.6 SX Plus Petrol,Hyundai,2016,950000.0,25000.0,Petrol,4,6250.0
Hyundai i20 Magna O 1.2,Hyundai,2013,310000.0,35000.0,Petrol,7,5000.0
Renault Duster 85 PS RxL Explore LE,Renault,2015,715000.0,65000.0,Diesel,5,13000.0
Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2014,340000.0,35000.0,Petrol,6,5833.333333333333
Honda Brio V MT,Honda,2012,235000.0,33000.0,Petrol,8,4125.0
Mahindra TUV300 T4 Plus,Mahindra,2017,610000.0,68000.0,Diesel,3,22666.666666666668
Chevrolet Spark LS 1.0,Chevrolet,2010,95000.0,23000.0,Petrol,10,2300.0
Mahindra TUV300 T8,Mahindra,2018,1000000.0,4500.0,Diesel,2,2250.0
Maruti Suzuki Swift Dzire Tour LDi,Maruti,2015,220000.0,129000.0,Diesel,5,25800.0
Nissan X Trail Select Variant,Nissan,2019,1200000.0,300.0,Diesel,1,300.0
Maruti Suzuki Alto 800 Vxi,Maruti,2015,230000.0,46822.0,Petrol,5,5134.568258503351
Ford Ikon 1.3 CLXi NXt Finesse,Ford,2001,45000.0,65000.0,Petrol,19,3421.0526315789475
Toyota Fortuner 3.0 4x4 MT,Toyota,2010,940000.0,131000.0,Diesel,10,13100.0
Tata Manza ELAN Quadrajet,Tata,2010,155555.0,111111.0,Petrol,10,11111.1
Mercedes Benz A Class A 180 Sport Petrol,Mercedes,2013,1500000.0,14000.0,Petrol,7,2000.0
Chevrolet Beat LS Diesel,Chevrolet,2016,210000.0,22000.0,Diesel,4,5500.0
Ford EcoSport Trend 1.5L TDCi,Ford,2013,495000.0,38000.0,Diesel,7,5428.571428571428
Tata Indigo LS,Tata,2016,125000.0,70000.0,Diesel,4,17500.0
Hyundai i20 Magna 1.2,Hyundai,2010,195000.0,36000.0,Petrol,10,3600.0
Volkswagen Vento Highline Plus 1.5 Diesel AT,Volkswagen,2015,550000.0,34000.0,Diesel,5,6800.0
Renault Kwid RXT,Renault,2015,270000.0,43000.0,Petrol,5,8600.0
Ford EcoSport Titanium 1.5L TDCi,Ford,2014,500000.0,40000.0,Diesel,6,6666.666666666667
Honda Amaze 1.5 E i DTEC,Honda,2016,240000.0,160000.0,Diesel,4,40000.0
Hyundai Verna 1.6 EX VTVT,Hyundai,2017,800000.0,12000.0,Petrol,3,4000.0
BMW 5 Series 520d Sedan,BMW,2011,1299000.0,49000.0,Diesel,9,5444.444444444444
Skoda Superb 1.8 TFSI AT,Skoda,2011,530000.0,68000.0,Petrol,9,7555.555555555556
Audi Q3 2.0 TDI quattro Premium,Audi,2013,1499000.0,37000.0,Diesel,7,5285.714285714285
Mahindra Bolero DI BSII,Mahindra,2012,220000.0,59466.0,Diesel,8,7433.25
Mahindra Scorpio S10,Mahindra,2015,900000.0,46822.0,Diesel,5,9833.688495830653
Ford Figo Duratorq Diesel Titanium 1.4,Ford,2012,250000.0,99000.0,Diesel,8,12375.0
Maruti Suzuki Wagon R VXI BS IV,Maruti,2018,395000.0,25500.0,Petrol,2,12750.0
Mahindra Logan Diesel 1.5 DLS,Mahindra,2009,130000.0,66000.0,Petrol,11,6000.0
Tata Nano GenX XMA,Tata,2010,32000.0,44005.0,Petrol,10,4400.5
Mahindra TUV300 T4 Plus,Mahindra,2016,540000.0,35000.0,Diesel,4,8750.0
Mahindra TUV300 T4 Plus,Mahindra,2016,540000.0,35000.0,Diesel,4,8750.0
Hyundai Elite i20 Magna 1.2,Hyundai,2015,405000.0,28000.0,Petrol,5,5600.0
Hyundai Elite i20 Magna 1.2,Hyundai,2015,400000.0,46822.0,Petrol,5,5134.568258503351
Honda City SV,Honda,2017,760000.0,4000.0,Petrol,3,1333.3333333333333
Maruti Suzuki Baleno Delta 1.2,Maruti,2016,500000.0,28000.0,Petrol,4,7000.0
Ford Figo Petrol LXI,Ford,2011,175000.0,75000.0,Petrol,9,8333.333333333334
Mahindra Scorpio S10,Mahindra,2015,900000.0,97200.0,Diesel,5,19440.0
Honda City,Honda,2017,750000.0,3000.0,Petrol,3,1000.0
Hyundai Elite i20 Magna 1.2,Hyundai,2015,419000.0,20000.0,Petrol,5,4000.0
Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,2004,90000.0,50000.0,Petrol,16,3125.0
Hyundai Eon Era Plus,Hyundai,2018,140000.0,2110.0,Petrol,2,1055.0
Mitsubishi Pajero Sport Limited Edition,Mitsubishi,2015,1540000.0,43222.0,Petrol,5,8644.4
Hyundai i10 Magna 1.2 Kappa2,Hyundai,2008,275000.0,100200.0,Petrol,12,8350.0
Toyota Corolla H2,Toyota,2003,150000.0,100000.0,Petrol,17,5882.35294117647
Maruti Suzuki Swift Dzire Tour VXi,Maruti,2011,230000.0,46211.11432653016,Petrol,9,5134.568258503351
Tata Indigo CS eLS BS IV,Tata,2015,123000.0,100000.0,Diesel,5,20000.0
Mahindra Scorpio S10,Mahindra,2015,900000.0,97200.0,Diesel,5,19440.0
Mahindra Scorpio S10,Mahindra,2015,900000.0,97200.0,Diesel,5,19440.0
Hyundai Xcent Base 1.1 CRDi,Hyundai,2016,300000.0,140000.0,Diesel,4,35000.0
Honda City,Honda,2015,499999.0,55000.0,Petrol,5,11000.0
Hyundai Accent Executive Edition,Hyundai,2009,165000.0,48000.0,Petrol,11,4363.636363636364
Maruti Suzuki Baleno Delta 1.2,Maruti,2016,498000.0,22000.0,Petrol,4,5500.0
Tata Zest XE 75 PS Diesel,Tata,2018,480000.0,103553.0,Diesel,2,51776.5
Maruti Suzuki Dzire LDI,Maruti,2017,488000.0,80000.0,Diesel,3,26666.666666666668
Tata Sumo Gold LX BS IV,Tata,2014,250000.0,99000.0,Diesel,6,16500.0
Toyota Corolla Altis GL Petrol,Toyota,2010,220000.0,58000.0,Petrol,10,5800.0
Toyota Fortuner 3.0 4x2 MT,Toyota,2015,1525000.0,120000.0,Diesel,5,24000.0
Mahindra XUV500 W6,Mahindra,2013,548900.0,49800.0,Diesel,7,7114.285714285715
Tata Tigor Revotron XZ,Tata,2019,650000.0,100.0,Diesel,1,100.0
Maruti Suzuki 800,Maruti,2001,55000.0,81876.0,Petrol,19,4309.263157894737
Maruti Suzuki Ertiga Vxi,Maruti,2015,550000.0,75000.0,Petrol,5,15000.0
Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,2004,90000.0,50000.0,Petrol,16,5134.568258503351
Honda Mobilio S i DTEC,Honda,2014,399000.0,44000.0,Diesel,6,7333.333333333333
Maruti Suzuki Ertiga,Maruti,2016,730000.0,55000.0,Diesel,4,13750.0
Maruti Suzuki Vitara Brezza,Maruti,2017,725000.0,36000.0,Diesel,3,12000.0
Hyundai Verna 1.6 CRDI E,Hyundai,2016,195000.0,56000.0,Diesel,4,14000.0
Maruti Suzuki Swift VXI BSIII,Maruti,2007,130000.0,62000.0,Petrol,13,4769.2307692307695
Toyota Fortuner 3.0 4x2 MT,Toyota,2015,1525000.0,120000.0,Diesel,5,24000.0
Maruti Suzuki Omni Select Variant,Maruti,2014,190000.0,6020.0,Petrol,6,1003.3333333333334
Honda Amaze,Honda,2013,250000.0,55700.0,Diesel,7,7957.142857142857
Tata Indica,Tata,2005,80000.0,42000.0,Petrol,15,2800.0
Hyundai Santro Xing,Hyundai,2003,120000.0,50000.0,Petrol,17,2941.176470588235
Maruti Suzuki Zen Estilo,Maruti,2010,149000.0,35000.0,Petrol,10,3500.0
Maruti Suzuki Wagon R LXI BS IV,Maruti,2014,250000.0,18500.0,Petrol,6,3083.3333333333335
Maruti Suzuki Wagon R,Maruti,2007,120000.0,7000.0,Petrol,13,538.4615384615385
Honda Brio VX AT,Honda,2017,450000.0,11000.0,Petrol,3,3666.6666666666665
Maruti Suzuki Zen LXi BSII,Maruti,2003,99999.0,53000.0,Petrol,17,3117.6470588235293
Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2008,135000.0,23000.0,Petrol,12,1916.6666666666667
Maruti Suzuki Wagon R Select Variant,Maruti,2016,225000.0,35500.0,Diesel,4,8875.0
Maruti Suzuki Alto LXi BS III,Maruti,2010,99000.0,22134.0,Petrol,10,2213.4
Renault Kwid RXT,Renault,2019,370000.0,1000.0,Petrol,1,1000.0
Tata Nano Lx BSIV,Tata,2010,52000.0,9000.0,Petrol,10,900.0
Jaguar XE XE Portfolio,Jaguar,2016,2800000.0,8500.0,Petrol,4,2125.0
Hyundai Eon Magna Plus,Hyundai,2014,190000.0,35000.0,Petrol,6,5833.333333333333
Honda City 1.5 S MT,Honda,2014,499000.0,22000.0,Petrol,6,3666.6666666666665
Hindustan Motors Ambassador,Hindustan,2002,90000.0,25000.0,Diesel,18,1388.888888888889
Maruti Suzuki Ritz GENUS VXI,Maruti,2010,149000.0,40000.0,Petrol,10,4000.0
Hyundai Grand i10 Magna AT 1.2 Kappa VTVT,Hyundai,2017,400000.0,20000.0,Petrol,3,6666.666666666667
Hyundai Eon D Lite Plus,Hyundai,2016,120000.0,87000.0,Petrol,4,21750.0
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2015,250000.0,55000.0,Petrol,5,11000.0
Maruti Suzuki Wagon R VXI BS IV,Maruti,2017,375000.0,23000.0,Petrol,3,7666.666666666667
Honda Amaze 1.2 VX i VTEC,Honda,2014,381000.0,6000.0,Petrol,6,1000.0
Maruti Suzuki Estilo VXi ABS BS IV,Maruti,2013,180000.0,65000.0,Petrol,7,9285.714285714286
Maruti Suzuki Vitara Brezza LDi O,Maruti,2016,580000.0,25000.0,Diesel,4,6250.0
Maruti Suzuki Eeco 5 STR WITH AC HTR,Maruti,2015,278000.0,39000.0,Petrol,5,7800.0
Hyundai Creta 1.6 SX Plus Petrol AT,Hyundai,2016,1000000.0,8000.0,Petrol,4,2000.0
Mahindra Scorpio Vlx BSIV,Mahindra,2013,690000.0,75000.0,Diesel,7,10714.285714285714
Maruti Suzuki Ertiga VDi,Maruti,2012,480000.0,51000.0,Diesel,8,6375.0
Mitsubishi Lancer 1.8 LXi,Mitsubishi,2006,85000.0,50000.0,Petrol,14,3571.4285714285716
Maruti Suzuki Maruti 800 AC,Maruti,2001,40000.0,75000.0,Petrol,19,3947.3684210526317
Maruti Suzuki Alto 800 LXI CNG O,Maruti,2015,90000.0,55800.0,Petrol,5,11160.0
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2015,340000.0,53000.0,Petrol,5,10600.0
Hyundai Eon D Lite Plus,Hyundai,2018,260000.0,25000.0,Petrol,2,12500.0
Ford Fiesta SXi 1.6 ABS,Ford,2009,250000.0,56400.0,Petrol,11,5127.272727272727
Maruti Suzuki Ritz VDi,Maruti,2010,180000.0,72160.0,Diesel,10,7216.0
Hyundai Verna Fluidic New,Hyundai,2012,350000.0,10000.0,Diesel,8,1250.0
Maruti Suzuki Wagon R LXi BS III,Maruti,2006,90001.0,48000.0,Petrol,14,3428.5714285714284
Maruti Suzuki Estilo LX BS IV,Maruti,2007,115000.0,36000.0,Petrol,13,2769.230769230769
Audi A6 2.0 TDI Premium,Audi,2012,1599000.0,11500.0,Diesel,8,1437.5
Maruti Suzuki Wagon R LXi BS III,Maruti,2003,130000.0,133000.0,Petrol,17,7823.529411764706
Maruti Suzuki Wagon R,Maruti,2009,159000.0,27000.0,Petrol,11,2454.5454545454545
Maruti Suzuki Wagon R,Maruti,2009,160000.0,35000.0,Petrol,11,3181.818181818182
Maruti Suzuki Alto,Maruti,2010,110000.0,55000.0,Petrol,10,5500.0
Maruti Suzuki Baleno Sigma 1.2,Maruti,2016,425000.0,40000.0,Petrol,4,10000.0
Hyundai Verna 1.6 SX VTVT AT,Hyundai,2019,900000.0,2000.0,Petrol,1,2000.0
Maruti Suzuki Swift GLAM,Maruti,2009,150000.0,45000.0,Petrol,11,4090.909090909091
Hyundai Getz Prime 1.3 GVS,Hyundai,2009,110000.0,20000.0,Petrol,11,1818.1818181818182
Hyundai Santro,Hyundai,2000,51999.0,88000.0,Petrol,20,4400.0
Hyundai Getz Prime 1.3 GLX,Hyundai,2009,115000.0,20000.0,Petrol,11,1818.1818181818182
Chevrolet Beat PS Diesel,Chevrolet,2012,215000.0,65422.0,Diesel,8,8177.75
Ford EcoSport Trend 1.5 Ti VCT,Ford,2017,580000.0,10000.0,Petrol,3,3333.3333333333335
Maruti Suzuki Dzire ZXI,Maruti,2013,380000.0,35000.0,Petrol,7,5000.0
Hyundai Fluidic Verna 1.6 CRDi SX,Hyundai,2013,350000.0,117000.0,Diesel,7,16714.285714285714
Tata Indica V2 DLG,Tata,2005,35000.0,150000.0,Diesel,15,10000.0
BMW X1 xDrive20d xLine,BMW,2011,1150000.0,72000.0,Diesel,9,8000.0
Hyundai i20 Asta 1.2,Hyundai,2010,300000.0,10750.0,Petrol,10,1075.0
Honda City 1.5 V AT,Honda,2009,269000.0,55000.0,Petrol,11,5000.0
Tata Nano,Tata,2013,60000.0,6800.0,Petrol,7,971.4285714285714
Chevrolet Cruze LTZ AT,Chevrolet,2014,400000.0,41000.0,Diesel,6,6833.333333333333
Hyundai Verna Fluidic New,Hyundai,2015,430000.0,73000.0,Diesel,5,14600.0
Maruti Suzuki Swift Dzire VDi,Maruti,2011,140000.0,65000.0,Diesel,9,7222.222222222223
Mahindra XUV500 W6,Mahindra,2014,8500003.0,45000.0,Diesel,6,7500.0
Mahindra XUV500 W10,Mahindra,2018,1299000.0,40000.0,Diesel,2,20000.0
Maruti Suzuki Alto K10 LXi CNG,Maruti,2014,199000.0,37000.0,Petrol,6,6166.666666666667
Hyundai Accent GLE,Hyundai,2006,90000.0,55000.0,Petrol,14,3928.5714285714284
Force Motors One SUV,Force,2013,550000.0,140000.0,Diesel,7,20000.0
Maruti Suzuki Alto,Maruti,2019,265000.0,9800.0,Petrol,1,9800.0
Chevrolet Spark 1.0 LT,Chevrolet,2011,100000.0,27000.0,Petrol,9,3000.0
Hyundai i10,Hyundai,2009,215000.0,27000.0,Petrol,11,2454.5454545454545
Toyota Etios Liva GD,Toyota,2012,380000.0,20000.0,Diesel,8,2500.0
Renault Duster 85PS Diesel RxL Optional with Nav,Renault,2013,401919.0,57923.0,Diesel,7,8274.714285714286
Chevrolet Enjoy,Chevrolet,2014,490000.0,30201.0,Diesel,6,5033.5
Maruti Suzuki Alto 800 Lxi,Maruti,2017,280000.0,6200.0,Petrol,3,2066.6666666666665
BMW 5 Series 530i,BMW,2009,650000.0,37518.0,Petrol,11,3410.7272727272725
Toyota Etios Liva G,Toyota,2014,160000.0,24652.0,Petrol,6,4108.666666666667
Mahindra Jeep MM 550 XDB,Mahindra,2004,424000.0,383.0,Diesel,16,23.9375
Chevrolet Beat LS Diesel,Chevrolet,2016,225000.0,95000.0,Diesel,4,23750.0
Chevrolet Cruze LTZ,Chevrolet,2011,350000.0,46822.0,Diesel,9,9833.688495830653
Jeep Wrangler Unlimited 4x4 Diesel,Jeep,2015,950000.0,3528.0,Diesel,5,705.6
Maruti Suzuki Ertiga VDi,Maruti,2013,485000.0,52500.0,Diesel,7,7500.0
Hyundai Verna VGT CRDi SX ABS,Hyundai,2010,205000.0,47900.0,Diesel,10,4790.0
Maruti Suzuki Omni,Maruti,2012,160000.0,14000.0,Petrol,8,1750.0
Maruti Suzuki Celerio VDi,Maruti,2018,310000.0,37000.0,Petrol,2,18500.0
Tata Zest Quadrajet 1.3,Tata,2017,180000.0,90000.0,Diesel,3,30000.0
Mahindra XUV500 W6,Mahindra,2013,549900.0,52800.0,Diesel,7,9833.688495830653
Tata Indigo CS eLX BS IV,Tata,2016,150000.0,104000.0,Diesel,4,26000.0
Hyundai i10 Era,Hyundai,2011,175000.0,30000.0,Petrol,9,3333.3333333333335
Tata Indigo eCS LX TDI BS III,Tata,2014,95000.0,195000.0,Diesel,6,32500.0
Tata Indigo LX TDI BS III,Tata,2016,230000.0,104000.0,Diesel,4,26000.0
Tata Indigo eCS LX CR4 BS IV,Tata,2016,230000.0,104000.0,Diesel,4,26000.0
Tata Indigo Marina LS,Tata,2004,180000.0,70000.0,Diesel,16,4375.0
Hyundai Xcent SX 1.2,Hyundai,2015,400000.0,43000.0,Diesel,5,8600.0
Hyundai Eon Magna Plus,Hyundai,2013,185000.0,23000.0,Petrol,7,3285.714285714286
Renault Duster 85 PS RxL Diesel,Renault,2015,385000.0,51000.0,Diesel,5,10200.0
Maruti Suzuki Alto K10 LXi CNG,Maruti,2009,90000.0,62000.0,Petrol,11,5636.363636363636
Tata Nano LX Special Edition,Tata,2010,32000.0,48008.0,Petrol,10,4800.8
Renault Duster 110 PS RxZ Diesel,Renault,2013,435000.0,39000.0,Diesel,7,5571.428571428572
Maruti Suzuki Wagon R AX BSIV,Maruti,2010,225000.0,40000.0,Petrol,10,4000.0
Maruti Suzuki Swift,Maruti,2006,189700.0,48247.0,Petrol,14,3446.214285714286
Maruti Suzuki Ertiga,Maruti,2012,389700.0,39000.0,Diesel,8,4875.0
Maruti Suzuki Swift VXi 1.2 ABS BS IV,Maruti,2014,365000.0,23000.0,Petrol,6,3833.3333333333335
Maruti Suzuki Alto K10 New,Maruti,2017,360000.0,9400.0,Petrol,3,3133.3333333333335
